1000 100000
640 65 29
819 31 89
216 669 56
695 904 58
925 171 75
478 152 72
936 119 27
65 167 80
401 364 88
674 713 19
579 53 78
866 200 8
268 542 24
13 218 87
259 995 38
235 489 13
763 20 33
299 56 7
415 271 72
925 832 7
65 697 32
685 930 20
880 37 66
50 90 87
320 599 63
349 807 52
702 688 39
601 865 30
524 401 48
924 982 30
14 568 22
32 254 73
879 676 62
782 814 7
808 375 87
825 32 77
656 743 42
737 376 30
205 323 13
372 575 71
771 270 25
684 761 43
130 448 39
516 989 91
263 139 88
9 56 14
570 393 42
469 186 64
570 204 38
91 486 96
978 401 42
71 596 73
266 244 37
700 263 70
231 884 38
672 184 43
473 96 26
761 867 17
990 456 16
861 41 79
54 707 17
164 51 11
248 52 65
843 85 4
748 684 94
98 737 1
518 980 60
97 517 64
442 547 100
253 468 62
274 455 12
374 12 25
94 341 99
910 129 89
317 469 6
77 893 35
158 920 69
73 22 2
238 17 56
228 119 69
467 790 44
694 113 27
892 269 48
446 862 80
304 519 8
965 322 13
74 466 37
219 753 38
791 169 58
930 30 20
245 200 50
872 739 34
248 127 51
853 557 81
912 51 19
463 851 86
320 141 65
2 77 93
87 236 97
152 824 24
752 169 32
925 82 77
143 58 66
191 49 96
721 450 37
933 581 24
365 351 34
509 68 93
391 377 18
445 16 94
583 753 76
35 758 70
510 334 4
797 252 78
36 962 84
86 739 39
173 118 86
396 785 71
194 691 38
16 763 67
451 708 93
771 282 11
582 531 47
353 241 83
447 722 68
550 333 83
718 483 25
986 268 19
74 554 4
461 6 90
349 923 54
544 931 50
162 86 37
420 334 86
350 80 42
505 690 53
624 570 38
964 56 98
372 680 35
973 691 36
381 653 71
100 48 82
694 266 51
738 286 33
116 611 47
27 157 31
737 918 14
191 140 15
42 411 55
546 552 3
547 770 65
81 677 58
115 914 72
873 604 99
619 366 49
992 707 8
333 57 19
319 680 8
799 492 38
83 660 76
999 164 90
81 222 61
888 697 89
156 952 5
504 453 41
733 29 69
55 21 50
984 454 19
352 972 59
585 417 6
40 421 9
739 437 27
468 191 3
455 537 81
938 169 51
631 728 67
832 20 65
38 107 88
593 932 65
999 106 3
570 230 43
949 20 26
364 478 72
782 109 68
602 916 22
670 431 100
914 85 25
789 281 15
798 613 13
560 288 100
255 498 52
223 229 79
432 46 67
714 667 40
517 628 90
76 77 45
65 662 26
405 701 16
580 996 84
761 514 100
363 376 92
855 885 37
58 269 21
188 31 13
815 722 75
665 358 98
739 436 78
791 457 90
467 429 48
240 502 18
928 453 79
411 197 93
230 624 18
678 483 13
662 153 51
410 172 42
33 754 40
682 95 85
345 418 32
991 385 86
23 430 15
34 67 40
379 723 79
266 879 34
245 574 77
281 207 16
484 160 83
415 330 61
5 717 15
266 323 32
472 930 51
360 16 11
253 61 36
623 691 46
134 67 55
459 56 33
70 628 38
305 384 75
444 82 62
436 281 16
225 460 73
686 39 23
454 759 3
117 199 98
59 203 60
160 520 26
622 69 63
459 557 74
778 975 86
791 873 49
738 433 2
28 852 90
601 241 62
911 37 58
576 39 3
391 521 96
567 662 38
293 349 91
222 18 2
80 205 83
236 137 6
529 299 5
406 828 50
48 408 69
334 553 98
400 66 3
205 124 58
873 28 13
697 330 57
587 667 70
364 49 61
66 651 82
193 360 21
669 236 12
601 492 20
113 51 25
254 552 68
829 588 8
991 541 32
180 129 62
206 71 48
186 120 54
762 46 8
359 640 83
206 55 43
890 672 2
68 358 39
626 809 6
762 173 73
52 577 24
904 730 63
689 21 11
91 403 33
86 973 78
862 913 93
165 864 95
608 518 80
564 108 4
87 750 4
218 258 98
796 545 53
430 193 95
518 345 15
294 607 89
806 486 7
25 839 29
546 494 11
95 448 83
987 31 91
447 556 90
741 441 91
548 481 14
293 68 21
891 322 57
652 100 12
21 22 5
874 381 61
125 31 95
388 968 82
497 19 3
746 990 68
959 495 68
55 492 39
938 952 97
346 309 13
751 358 99
18 744 49
874 43 6
636 17 45
68 59 93
601 605 50
21 652 82
613 8 6
235 409 44
983 228 20
258 813 19
228 958 60
516 174 76
384 197 94
916 852 46
911 213 66
702 125 90
476 652 12
546 819 3
161 730 7
848 237 60
233 29 30
167 232 25
492 770 85
29 448 90
510 514 5
450 54 8
868 91 78
834 66 56
530 403 91
499 118 97
443 89 93
312 270 53
983 374 11
882 516 30
377 915 66
287 327 33
253 190 50
975 575 38
592 483 36
862 950 61
475 232 15
488 714 20
864 885 20
824 797 12
588 199 75
236 863 100
801 281 61
321 721 17
195 643 16
340 10 9
412 157 83
252 816 30
819 422 41
715 466 58
764 550 91
820 54 88
70 996 77
72 682 43
615 79 91
753 41 46
121 308 37
461 862 38
872 72 5
309 32 79
85 503 52
771 231 91
124 97 13
430 734 16
413 140 53
229 587 46
235 373 14
858 866 72
314 810 58
77 530 72
591 859 95
68 202 85
278 493 42
271 528 73
388 216 25
53 655 95
269 267 16
449 27 73
599 402 34
137 455 49
60 349 67
476 743 49
97 422 16
251 471 91
378 313 37
84 483 81
89 672 31
607 275 22
137 46 47
478 127 83
91 104 49
836 55 40
969 582 93
850 88 26
677 75 43
118 76 46
240 994 98
334 933 58
857 391 16
402 489 62
973 41 68
156 904 44
47 710 96
396 7 54
73 228 74
999 994 32
803 629 20
751 729 100
517 430 17
96 453 34
447 186 54
242 675 23
94 40 8
84 623 26
686 11 29
808 70 82
975 347 90
877 639 62
681 100 97
477 73 66
563 184 22
941 446 10
419 143 36
510 526 79
603 625 68
465 21 58
613 119 98
814 777 38
759 76 36
779 497 4
120 486 30
448 717 41
882 35 32
796 397 61
69 8 67
501 937 13
622 212 36
501 453 38
297 51 81
539 654 45
541 837 87
907 309 55
549 226 72
8 564 86
320 264 22
532 738 35
730 114 64
155 566 28
75 850 94
480 129 44
579 215 90
78 633 17
90 130 24
700 10 46
763 253 8
303 6 48
868 716 77
563 449 84
641 27 82
772 313 3
851 645 79
596 7 34
321 907 20
415 932 5
259 379 7
894 703 63
940 756 48
128 466 34
325 30 73
177 924 6
314 166 1
813 427 54
603 22 77
800 337 53
389 858 90
952 154 75
698 100 96
263 787 27
717 567 22
85 588 48
484 875 64
387 12 15
727 902 89
299 831 23
707 337 50
302 398 48
846 41 18
117 17 51
358 160 7
858 721 1
99 856 41
143 66 17
231 54 88
582 896 38
253 205 91
968 282 24
347 541 29
715 699 22
790 702 5
862 353 27
52 144 54
309 592 3
32 268 4
864 331 42
529 793 23
87 652 48
856 27 33
330 225 50
455 168 1
152 355 48
202 244 85
190 343 45
45 377 7
89 891 74
175 122 94
154 176 53
361 768 71
595 396 50
950 502 26
446 188 52
659 6 9
69 218 98
992 77 43
72 253 43
48 601 39
747 691 28
640 973 33
81 916 89
350 317 68
654 486 38
680 171 66
97 370 27
18 787 48
792 514 2
351 494 14
630 596 94
4 531 70
568 183 29
222 678 13
349 974 43
38 64 56
524 627 43
985 606 23
253 799 87
73 212 31
50 994 20
635 316 59
375 896 93
925 241 36
233 64 95
109 92 54
611 170 35
749 661 51
160 947 83
702 357 69
338 423 47
251 877 43
45 80 33
210 955 28
950 51 7
5 3 3
130 569 12
878 494 61
25 28 24
213 357 41
703 606 3
462 289 39
447 59 16
692 572 100
116 879 46
360 173 96
307 357 80
422 15 3
69 274 78
804 753 71
894 983 96
1 559 26
973 332 95
953 121 8
592 9 81
32 805 49
49 610 66
246 286 51
48 443 91
384 567 65
157 638 55
539 833 38
537 444 40
86 830 37
403 730 42
12 66 53
797 216 50
325 748 56
99 804 6
73 917 72
287 39 69
467 446 62
520 578 95
385 800 34
944 450 43
557 524 7
994 24 30
607 926 29
679 71 1
292 277 51
375 780 65
791 56 19
429 124 66
975 538 40
368 660 97
64 488 28
970 944 100
820 341 52
76 52 29
175 774 21
150 236 89
61 691 32
793 884 88
369 12 26
379 51 69
778 643 49
21 474 4
606 857 100
149 8 48
314 222 12
702 706 91
56 358 34
563 298 43
94 265 77
792 274 90
242 725 86
140 424 72
1000 831 38
482 13 97
453 289 16
674 251 49
883 923 26
989 643 59
506 487 31
506 23 62
307 340 26
943 634 76
965 698 13
26 967 28
884 689 2
915 680 17
39 370 22
917 96 99
811 789 89
83 929 7
913 926 55
919 155 23
727 429 55
42 916 29
231 484 79
151 612 84
73 871 62
213 149 64
583 550 1
708 844 23
890 947 4
854 45 65
465 283 58
36 261 91
291 76 80
683 313 93
25 737 4
206 52 41
353 968 79
841 578 89
967 571 24
274 65 40
115 777 100
164 23 15
397 372 82
664 173 99
134 387 27
395 234 3
23 405 29
85 791 65
314 27 64
687 279 96
739 762 16
190 605 30
57 550 70
236 543 63
40 144 65
990 429 98
63 798 71
777 396 13
910 752 26
333 72 11
847 832 22
403 4 45
670 537 74
89 671 61
161 69 24
88 989 6
596 158 20
946 102 4
310 589 37
543 891 60
828 868 9
698 190 62
32 253 2
8 392 100
579 912 55
570 719 44
915 773 23
85 98 13
159 87 34
173 555 20
934 803 44
471 484 92
912 596 71
807 441 93
894 67 94
506 311 38
481 64 19
646 874 4
465 313 38
39 134 77
165 979 80
205 431 26
490 553 77
206 60 68
185 770 72
57 335 45
4 777 39
869 198 38
64 938 7
742 862 79
982 169 25
930 711 54
450 681 57
418 844 36
924 405 61
114 835 35
636 378 65
316 67 96
698 623 39
34 22 79
772 151 8
512 393 44
788 898 82
168 224 6
868 830 58
118 592 12
896 322 74
94 473 38
380 328 51
693 12 42
418 108 59
29 47 36
704 611 22
371 292 99
381 852 68
634 757 21
620 577 70
824 578 80
74 95 37
479 255 72
581 668 32
109 917 8
508 810 23
587 916 5
89 86 59
475 137 40
613 699 81
99 472 39
251 857 58
159 706 57
415 104 44
713 486 29
51 512 67
168 251 2
780 292 60
579 585 70
6 437 66
417 663 23
2 528 93
722 958 90
208 325 14
200 404 18
779 543 35
227 509 59
299 211 70
661 809 43
438 97 53
392 594 14
743 381 9
465 414 69
695 6 4
77 220 55
777 437 39
64 22 34
428 753 66
876 855 96
231 19 51
187 71 16
38 392 76
7 405 38
293 271 78
844 324 76
292 143 65
68 331 46
663 33 94
4 692 33
49 392 22
965 996 78
568 854 33
328 507 99
676 937 90
91 602 58
939 341 47
828 255 100
653 774 4
679 650 36
47 636 52
875 96 99
637 519 99
661 182 46
806 475 2
808 809 44
552 315 98
378 607 22
272 828 83
533 84 48
234 111 31
60 21 88
47 655 11
143 374 37
919 685 74
779 927 46
635 231 24
774 838 34
405 5 80
998 10 29
410 185 49
795 40 16
90 61 82
765 800 4
658 93 44
171 370 65
511 790 4
519 645 24
712 933 76
179 199 46
449 243 28
727 628 62
86 75 82
55 580 38
491 265 80
305 32 49
291 773 93
187 64 11
87 145 84
837 439 4
565 74 21
939 886 48
487 598 71
724 44 79
268 185 64
106 98 36
546 982 61
471 518 69
977 45 96
887 787 19
687 124 47
67 864 67
172 471 10
51 979 80
689 906 93
680 985 99
184 132 27
144 970 30
81 805 84
223 726 72
675 648 92
213 581 65
385 571 88
555 44 28
30 761 34
440 862 92
370 973 97
64 421 68
817 220 15
413 636 37
92 358 77
844 59 88
319 483 20
855 636 28
779 63 88
2 634 78
844 87 93
164 593 9
21 51 32
704 404 95
2 200 66
400 768 35
67 687 52
377 649 21
991 246 42
413 21 57
309 952 95
613 320 53
535 817 15
54 296 32
99 552 62
705 928 73
190 83 20
492 441 63
726 876 88
472 442 65
312 228 69
299 49 82
143 487 43
982 531 70
74 869 19
871 700 29
763 50 97
315 702 21
82 781 27
729 840 55
985 35 20
455 837 21
357 318 100
153 79 19
304 541 15
370 984 11
672 78 40
327 20 58
545 536 72
881 41 10
433 811 53
687 400 34
638 89 32
396 129 66
682 194 82
416 879 45
360 608 81
499 384 21
802 398 60
222 431 27
210 902 50
135 56 28
748 689 14
653 357 20
223 905 67
85 75 23
478 29 100
585 596 55
215 518 3
790 517 11
520 598 19
529 694 97
197 915 20
546 385 46
596 494 24
958 763 18
170 911 98
9 727 11
516 245 70
969 162 8
74 363 25
998 269 58
442 39 13
761 682 67
997 652 95
792 249 12
865 478 87
910 274 88
828 119 19
578 504 10
204 9 99
827 721 65
260 970 98
883 657 20
938 545 73
160 64 95
519 109 37
246 79 88
598 112 19
187 718 1
976 567 2
25 899 91
666 60 54
567 81 21
88 832 56
618 611 28
75 577 12
999 461 35
216 429 10
379 688 21
374 150 24
686 22 21
741 885 8
783 517 53
800 122 71
522 733 78
725 17 74
38 18 80
915 647 3
165 121 9
707 80 48
776 408 75
376 384 43
712 91 80
26 157 47
659 24 42
560 601 9
64 154 45
853 154 20
825 842 57
606 759 93
522 142 44
573 87 68
51 131 19
509 389 74
488 541 89
969 522 70
615 37 40
982 386 66
986 196 9
966 781 3
649 493 51
134 962 33
116 521 38
620 724 4
138 68 9
491 608 59
78 582 64
214 373 70
35 221 23
172 79 94
722 272 86
651 567 9
505 885 26
896 835 17
445 758 20
902 24 20
520 781 12
975 378 45
125 899 17
759 679 74
49 318 28
700 249 28
47 268 53
496 608 78
11 61 96
593 179 90
546 672 3
673 40 64
327 493 85
30 325 79
916 442 43
217 138 8
121 207 4
977 399 47
706 155 94
415 341 5
27 196 97
234 870 89
142 39 45
429 659 70
348 543 24
620 167 33
850 481 95
128 192 3
22 254 42
251 626 67
927 18 81
878 689 16
428 92 72
550 62 11
959 907 80
920 103 35
838 68 74
501 140 44
28 905 64
648 866 43
49 486 66
825 99 61
292 719 12
589 652 60
294 92 14
38 48 15
144 810 93
844 785 63
314 577 47
112 21 8
241 910 66
411 457 18
777 605 27
409 322 78
865 752 76
427 472 4
60 117 83
110 410 36
375 30 78
870 723 77
172 59 52
278 152 16
868 41 27
475 139 5
405 246 22
326 493 40
598 99 5
77 497 42
514 316 28
351 18 3
509 940 98
568 719 97
787 863 59
123 739 28
693 772 1
942 933 29
631 3 58
369 391 93
435 739 78
318 315 43
78 311 46
970 91 80
280 312 14
945 154 21
850 991 74
80 914 86
853 510 11
609 198 2
444 59 91
547 279 23
456 698 61
718 88 46
336 993 57
932 2 33
755 648 31
718 364 95
870 90 21
711 272 64
133 119 27
273 478 19
892 845 85
41 528 2
805 736 75
329 694 8
981 627 34
667 371 91
563 101 56
913 615 18
361 26 69
68 855 80
65 1 35
787 516 48
681 718 5
415 749 34
895 476 92
846 42 44
716 370 13
330 888 95
138 203 53
524 996 76
174 720 93
54 47 85
330 135 74
574 286 6
919 274 66
64 228 80
171 445 29
92 355 88
654 44 66
269 623 84
50 390 76
349 348 94
27 812 51
333 607 11
476 376 71
74 976 28
321 771 75
488 551 9
864 505 73
984 728 63
779 968 53
611 656 15
849 751 6
263 872 12
50 162 90
551 145 86
831 483 7
391 319 46
73 374 62
368 575 53
378 828 1
37 605 85
348 746 78
961 895 75
466 928 44
192 41 86
478 398 6
656 844 99
175 517 7
556 633 83
553 8 43
602 679 96
346 709 75
844 406 99
491 822 84
628 438 28
189 272 54
154 545 95
234 402 78
173 304 7
90 268 28
860 667 3
781 482 9
757 542 39
979 205 87
288 2 92
874 922 97
825 7 74
88 434 49
414 1000 88
510 138 33
52 605 6
28 300 7
512 251 87
270 995 50
437 802 30
359 464 8
131 691 8
363 79 22
245 740 20
363 483 11
176 836 17
85 687 14
33 975 99
270 396 24
882 219 61
195 575 44
689 561 30
451 20 5
17 959 64
48 324 5
213 708 32
82 244 33
23 68 25
27 823 77
42 240 21
51 405 91
443 872 40
97 390 60
221 304 100
507 290 15
93 91 72
78 7 57
915 35 81
245 333 35
418 112 22
139 796 100
523 53 39
307 71 57
292 557 19
939 246 85
492 391 31
671 343 33
968 605 7
10 167 99
275 794 39
351 12 43
997 925 36
646 469 21
176 698 22
718 2 13
17 735 6
549 41 76
170 67 14
79 233 19
352 565 36
238 38 5
226 64 67
123 224 40
79 783 41
638 125 41
453 351 26
417 63 10
869 43 47
458 83 58
100 347 45
313 556 4
318 291 51
86 379 31
351 28 99
89 858 60
1 835 70
467 325 21
429 605 2
47 84 95
547 200 81
95 149 66
621 141 82
633 402 46
616 877 13
551 163 46
637 918 30
277 17 62
216 631 18
179 767 60
423 76 9
766 44 73
841 517 100
839 604 49
792 953 36
468 759 84
164 246 99
635 520 82
707 17 64
63 232 38
135 84 6
595 95 90
331 467 71
83 20 66
11 719 24
369 57 10
369 172 26
273 992 50
668 201 44
37 139 55
562 340 21
997 7 56
17 605 36
43 593 93
466 575 66
228 252 10
690 902 58
504 411 63
156 739 29
483 250 68
158 875 11
728 647 69
812 178 72
639 258 13
917 442 20
142 806 85
64 57 77
613 528 35
136 450 46
303 26 83
280 29 24
923 315 4
687 75 62
26 191 61
216 549 52
429 196 45
639 76 26
580 948 95
113 453 3
981 498 7
536 534 14
512 171 62
849 30 93
535 779 21
828 755 32
61 416 48
132 57 10
470 654 34
650 836 98
8 268 79
675 282 97
376 947 11
957 2 30
217 56 30
782 19 55
435 299 84
295 518 68
800 46 66
598 413 93
377 507 90
973 227 31
5 983 57
854 202 72
728 482 34
298 20 59
606 280 71
612 231 5
558 820 13
655 204 96
302 511 100
34 957 30
819 377 18
929 87 24
569 123 33
736 692 20
170 507 51
853 149 43
892 190 95
867 362 6
215 196 72
690 229 84
692 418 1
237 28 69
557 762 69
76 926 39
432 612 78
473 558 3
270 572 68
87 139 26
412 438 77
559 272 61
60 584 61
520 292 94
21 842 10
78 42 7
356 103 23
1000 313 41
68 871 47
280 69 59
335 95 61
100 449 1
198 209 37
404 947 94
180 739 14
393 419 56
119 47 4
607 146 98
490 378 13
10 959 36
3 692 7
462 239 37
89 467 20
995 52 24
465 304 56
275 281 89
951 542 51
262 288 7
470 170 4
114 700 93
733 307 23
85 57 57
223 143 76
86 143 49
885 311 12
6 719 51
597 207 78
39 924 44
711 194 88
619 455 8
232 887 46
33 482 81
969 806 51
94 25 7
247 667 81
240 713 16
583 71 68
290 512 19
846 333 22
196 77 52
18 38 24
67 406 1
694 841 59
618 794 56
158 471 42
41 584 65
585 974 42
164 23 30
779 639 79
954 833 46
853 551 79
47 473 42
60 794 4
233 74 99
49 65 11
902 884 93
851 257 96
550 669 27
247 603 54
195 518 91
990 58 45
85 74 65
73 113 52
948 455 30
906 580 1
412 478 19
18 993 46
887 922 7
49 197 47
58 894 95
145 21 80
626 123 80
156 818 94
78 831 12
943 253 5
760 391 54
895 286 17
495 89 75
792 415 4
605 919 90
12 655 25
6 305 97
436 834 56
976 640 5
735 627 22
847 434 33
276 2 90
238 948 77
197 254 91
711 23 54
352 985 1
705 627 8
390 65 90
52 102 100
170 725 25
821 22 28
112 45 62
487 610 70
826 714 92
203 427 70
405 34 7
829 52 62
363 755 48
521 109 35
176 42 2
10 25 48
914 598 77
264 309 50
861 31 57
992 937 24
673 826 29
95 311 33
495 918 87
320 784 60
15 85 92
968 179 27
905 429 54
424 62 28
937 595 32
88 621 90
246 816 13
93 415 71
715 18 100
446 95 34
684 48 67
198 600 8
922 616 1
467 425 20
655 624 29
85 141 42
283 674 19
738 262 67
912 478 42
664 708 17
834 43 64
963 868 4
583 545 7
164 14 4
523 364 4
306 71 11
804 477 7
605 55 100
252 517 70
627 43 12
904 12 85
591 937 71
190 184 3
229 589 77
504 539 77
933 465 13
133 25 18
110 569 75
512 346 28
45 516 72
394 84 4
290 503 90
675 991 15
391 740 52
13 744 22
467 989 9
768 16 68
941 978 36
124 840 78
946 496 87
375 529 63
238 787 88
598 271 12
707 666 45
25 32 65
979 44 94
909 243 42
293 470 31
753 628 4
367 563 89
579 479 41
180 207 18
59 187 26
72 847 78
336 138 49
252 859 3
854 457 31
886 185 13
705 920 38
867 981 54
758 919 9
486 142 42
773 100 41
283 488 53
16 787 74
133 13 14
263 288 98
968 222 71
111 816 24
32 34 86
296 621 67
566 790 82
347 596 70
568 152 44
877 264 6
619 920 67
258 82 50
364 69 45
969 215 57
503 93 1
397 705 96
58 977 11
412 287 3
994 873 49
100 88 52
57 272 87
462 11 21
435 127 92
688 993 40
185 375 20
115 113 64
210 505 77
179 451 61
176 762 39
899 618 17
328 144 10
990 355 85
100 830 100
595 938 98
167 808 43
301 785 88
873 266 20
791 52 84
175 114 80
881 738 80
162 6 17
179 233 3
821 198 25
50 479 82
209 57 88
702 278 10
227 553 59
304 326 4
34 96 62
954 742 99
109 554 60
626 596 63
551 210 42
789 705 70
536 946 4
634 327 90
17 109 45
843 120 81
958 160 43
855 357 28
748 665 77
328 6 11
536 765 46
60 836 26
900 734 71
701 593 98
45 190 84
202 63 14
321 685 22
560 859 43
264 336 10
128 730 1
743 580 20
596 285 38
382 643 21
460 268 13
734 619 64
337 970 20
64 310 43
439 361 39
24 7 34
267 199 72
395 893 79
556 406 17
38 927 28
26 284 35
973 969 23
972 299 58
818 981 19
668 393 40
58 124 74
722 136 97
670 337 43
37 587 39
313 414 93
76 127 1
626 850 73
327 137 17
48 106 32
791 317 90
319 495 14
898 880 66
627 894 84
225 316 9
881 385 53
34 68 58
23 752 8
742 542 25
487 25 4
566 752 34
587 326 47
769 397 99
253 980 47
18 395 58
97 955 27
989 583 17
284 279 94
331 92 49
202 869 45
990 38 11
76 188 59
194 30 10
467 584 84
766 716 7
69 909 33
778 337 48
801 60 83
698 598 95
589 90 22
907 646 1
815 607 74
386 909 29
26 398 88
436 618 59
7 726 97
11 598 18
870 167 11
77 95 4
639 330 86
482 76 41
441 333 61
731 86 31
789 232 95
535 302 28
299 459 20
367 44 87
557 615 18
906 840 69
194 16 44
644 299 90
53 927 35
915 33 87
849 580 15
390 883 98
468 955 69
520 79 47
991 522 58
277 957 79
239 344 5
723 451 75
614 521 8
271 826 31
92 347 67
493 828 28
441 24 52
780 197 53
783 20 3
421 468 60
897 758 88
500 469 6
869 584 92
659 433 65
879 18 61
469 852 99
607 62 54
22 641 37
352 743 53
368 87 80
979 184 37
369 923 75
178 746 41
64 589 78
940 792 22
198 137 25
85 146 27
31 541 19
510 249 99
62 247 35
923 466 74
67 959 25
569 699 46
777 476 9
399 634 72
365 568 36
946 540 3
30 120 11
637 478 53
544 310 71
512 15 79
372 583 48
755 971 6
140 357 16
687 536 32
392 802 24
123 364 51
875 768 65
869 690 100
297 915 62
357 313 44
995 149 87
252 785 49
731 411 13
543 780 32
449 751 64
306 238 57
961 994 66
711 630 38
359 773 33
546 283 10
691 797 33
529 836 19
429 732 76
512 289 55
993 455 35
820 672 12
951 141 16
655 40 35
715 714 7
209 526 12
326 8 71
839 509 76
20 951 66
616 5 73
274 24 17
335 33 1
855 897 29
298 574 62
474 616 18
736 342 97
504 290 82
19 878 45
362 356 37
940 61 98
31 648 18
56 22 33
217 189 100
903 783 14
456 48 44
82 89 55
68 141 78
912 4 83
513 950 45
771 390 94
664 482 93
948 823 58
723 957 47
506 585 25
58 111 41
664 110 50
919 819 59
59 13 36
45 37 63
89 200 84
127 266 11
408 945 33
420 438 21
764 440 56
60 645 12
371 130 59
27 164 34
574 494 34
41 491 96
539 957 77
82 273 30
534 188 44
794 242 65
874 262 26
887 146 41
569 893 4
18 302 94
125 568 27
19 424 65
309 606 88
211 658 11
410 933 69
393 16 32
760 347 83
377 40 61
211 583 24
53 917 39
132 775 71
558 720 65
353 79 44
539 880 1
800 707 49
397 835 89
330 216 92
350 613 88
652 582 74
42 80 14
961 767 1
94 254 61
202 768 4
366 823 42
768 270 69
82 296 75
221 550 15
90 440 62
206 499 32
535 887 47
918 659 55
871 722 36
669 199 85
924 651 100
712 561 70
729 880 18
980 602 50
1 239 32
198 73 77
316 487 2
385 293 48
173 733 57
638 14 2
449 928 75
28 659 36
356 368 75
966 480 44
875 542 43
338 137 10
77 569 1
54 211 23
480 424 11
634 300 73
690 824 81
739 921 55
361 709 2
907 889 75
720 773 23
518 148 6
77 791 7
581 276 27
207 766 11
795 797 57
880 270 36
511 80 8
398 772 9
97 26 10
730 93 11
500 249 86
385 85 60
543 58 63
936 130 17
917 99 78
870 438 21
235 534 4
384 823 96
594 410 13
423 191 18
961 877 45
811 50 30
495 191 49
666 971 58
78 399 97
77 556 64
737 483 55
65 200 52
63 992 19
176 895 43
223 904 43
585 438 64
969 143 73
696 909 33
314 764 80
177 213 46
50 392 46
82 611 97
75 462 5
131 274 97
343 431 84
936 80 97
917 938 57
670 38 26
104 530 52
690 464 6
25 211 66
912 45 62
520 779 62
648 141 47
672 615 57
582 347 71
835 523 2
203 706 76
231 162 43
333 267 78
651 398 57
227 749 58
531 63 18
189 997 59
295 592 60
982 648 9
551 802 45
185 61 18
811 684 28
803 358 29
424 726 11
653 920 89
924 352 76
636 559 9
327 241 2
233 627 41
5 994 91
551 487 18
446 400 54
510 410 52
133 798 21
3 609 81
510 679 56
519 587 13
416 919 99
475 21 4
745 96 33
343 193 41
299 543 93
979 58 28
672 135 35
91 806 73
665 141 30
73 121 26
237 700 100
163 836 3
305 67 62
305 985 29
400 273 65
677 866 57
887 195 42
533 20 16
407 311 24
838 74 92
265 26 67
927 776 62
891 926 73
912 47 60
140 559 79
11 205 63
829 107 48
443 587 66
623 452 25
361 713 98
514 23 91
40 204 4
887 967 53
656 563 78
635 837 31
435 178 98
188 203 37
12 811 51
438 442 34
160 772 20
459 348 10
971 18 9
646 421 37
114 586 22
176 493 19
821 834 17
218 16 20
507 976 34
770 711 21
543 81 45
519 935 10
58 775 91
145 481 52
117 843 100
49 38 77
609 673 55
504 11 16
241 651 27
53 739 44
1000 494 31
92 121 99
71 851 59
799 923 41
203 89 15
70 44 28
519 957 50
142 442 27
869 326 37
535 85 24
842 462 47
364 682 89
40 168 36
53 817 85
652 417 44
273 807 82
932 325 51
276 239 39
867 589 96
3 748 85
510 451 19
166 459 24
578 756 72
619 521 52
76 402 37
800 176 42
877 782 55
558 61 5
48 626 61
235 427 34
197 322 13
338 540 87
9 148 45
55 800 25
672 460 66
146 54 16
251 819 97
35 314 7
554 755 42
349 54 8
793 108 5
814 785 47
371 718 52
488 166 100
509 238 75
461 698 88
553 627 5
201 166 52
980 634 53
879 538 81
317 524 89
43 507 58
461 17 100
481 655 69
863 230 24
227 551 55
270 665 66
223 49 11
932 728 32
900 20 94
543 636 66
817 41 46
334 558 89
211 519 94
843 452 47
690 865 36
90 303 14
141 116 90
158 757 2
415 407 32
15 249 72
1000 117 92
39 81 21
84 56 78
693 846 33
35 52 62
577 613 93
683 613 47
815 319 98
8 649 62
19 737 40
592 605 32
526 111 40
770 306 19
407 459 69
447 647 9
360 973 3
73 43 28
791 637 46
905 983 23
912 261 64
476 474 40
377 548 66
430 522 8
143 216 63
400 57 28
740 525 38
720 745 59
808 92 43
467 57 8
729 844 64
567 731 50
557 181 82
890 819 4
756 628 62
19 447 88
355 320 36
341 907 52
478 809 75
820 874 67
176 998 45
51 977 1
77 112 15
855 410 8
821 80 69
779 660 17
295 51 7
28 39 25
596 650 15
747 551 2
542 968 73
978 938 57
54 728 64
917 668 10
514 678 6
264 914 43
872 243 1
338 177 35
733 544 90
918 28 11
788 689 5
325 329 17
598 673 43
471 93 45
173 711 21
594 4 83
677 690 23
915 546 11
852 747 57
273 191 81
99 516 26
241 136 7
524 701 57
889 944 40
458 17 7
789 898 89
422 19 98
411 277 92
672 984 85
21 696 52
790 607 31
796 19 20
411 921 18
468 388 57
667 728 3
961 211 18
288 319 5
409 467 55
527 75 58
6 612 42
854 562 10
700 634 49
469 96 37
806 746 67
317 933 33
12 758 62
94 506 32
82 125 64
705 119 67
370 781 10
775 952 83
217 583 6
553 864 30
36 988 66
172 401 99
161 36 52
635 149 18
758 373 75
450 658 93
774 873 58
211 162 79
133 951 18
291 907 83
675 354 73
963 715 62
891 932 85
18 501 88
69 7 33
778 1 21
272 28 2
975 527 63
897 359 37
526 211 35
504 693 86
481 605 71
569 814 35
603 31 51
644 133 69
31 87 33
7 927 26
861 899 85
299 262 92
103 70 26
12 958 13
465 612 34
613 280 66
977 769 68
569 746 7
762 807 74
62 502 96
894 72 17
70 166 46
865 493 99
359 830 60
892 290 10
479 690 34
52 273 16
249 15 43
422 834 15
705 581 63
